Filename,Grammatical Error Percentage,Readability Score,Average Sentence Length,Repetitive Words Count,Repetitive Words List (limited),Repetitive Words List (full),AI Content Percentage,Generic Content Percentage
BITC-1.pdf,71.43,46.98,19.29787234042553,710,"cryptocurrencies: 97, empirical: 27, view: 3, from: 81, perspective: 6, working: 3, papers: 4, taxation: 27, structural: 2, reforms: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\BITC-1.pdf_repetitive_words_full_list.txt,2.39,0.25
BITC-10.pdf,87.99,48.4,13.583860759493671,732,"quantitative: 5, analysis: 19, arbitrary: 23, blockchain: 114, content: 141, bitcoin: 94, distributed: 8, systems: 12, university: 2, germany: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\BITC-10.pdf_repetitive_words_full_list.txt,35.62,0.2
BITC-11.pdf,6.18,60.95,22.06832298136646,337,"peer-to-peer: 6, electronic: 6, cash: 2, system: 10, version: 2, would: 10, allow: 2, payments: 7, sent: 2, directly: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\BITC-11.pdf_repetitive_words_full_list.txt,2.8,0.02
BITC-12.pdf,67.57,56.96,15.476394849785407,793,"hype: 45, factor: 34, global: 35, market: 154, case: 35, bitcoin: 188, left: 4, nepp: 16, karpeko: 2, short: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\BITC-12.pdf_repetitive_words_full_list.txt,1.96,0.13
BITC-13.pdf,84.05,60.65,19.44612068965517,692,"13-th: 10, ieee: 12, international: 10, conference: 13, peer-to-peer: 13, computing: 12, information: 27, propagation: 33, bitcoin: 55, network: 96...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\BITC-13.pdf_repetitive_words_full_list.txt,2.28,0.36
BITC-14.pdf,25.29,46.98,17.172461752433936,1091,"perceived: 96, benefit: 46, risk: 100, multidimensional: 26, determinants: 28, bitcoin: 239, thirty: 22, seventh: 20, international: 37, conference: 34...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\BITC-14.pdf_repetitive_words_full_list.txt,2.36,0.19
BITC-15.pdf,22.35,67.04,18.845886442641948,1036,"bitcoin: 62, boom: 3, depth: 3, analysis: 9, price: 109, bitcoins: 141, major: 5, research: 10, paper: 19, volatility: 24...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\BITC-15.pdf_repetitive_words_full_list.txt,1.81,0.28
BITC-16.pdf,36.72,47.59,15.165065502183406,1473,"price: 22, fluctuations: 5, bitcoin: 297, empirical: 17, inquiry: 3, polasik: 5, nicolaus: 3, copernicus: 3, university: 10, toruń: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\BITC-16.pdf_repetitive_words_full_list.txt,2.22,0.24
BITC-17.pdf,7.07,53.21,18.662886597938144,1233,"nber: 7, working: 12, paper: 20, series: 4, blockchain: 85, analysis: 26, bitcoin: 234, market: 33, igor: 4, makarov: 9...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\BITC-17.pdf_repetitive_words_full_list.txt,2.0,0.23
BITC-18.pdf,52.11,56.25,13.525722339675829,2679,"bitcoin: 434, beyond: 8, technical: 30, survey: 9, decentralized: 24, digital: 37, currencies: 21, tschorsch: 2, scheuermann: 2, university: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\BITC-18.pdf_repetitive_words_full_list.txt,35.26,0.31
BITC-19.pdf,98.17,49.45,21.630365150544524,2026,"survey: 17, security: 162, privacy: 99, issues: 20, bitcoin: 500, mauro: 2, conti: 4, senior: 2, member: 6, ieee: 31...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\BITC-19.pdf_repetitive_words_full_list.txt,1.67,0.36
BITC-2.pdf,48.02,44.14,14.614119259766964,1718,"trozze: 35, crime: 59, science: 80, 2022: 35, 11:1: 35, https: 109, systematic: 15, review: 84, cryptocurrencies: 43, future: 40...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\BITC-2.pdf_repetitive_words_full_list.txt,35.46,0.2
BITC-20.pdf,91.81,44.85,16.404646660212972,1455,"research: 27, perspectives: 2, challenges: 6, bitcoin: 243, cryptocurrencies: 6, joseph: 4, jeremy: 2, arvind: 2, joshua: 2, university: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\BITC-20.pdf_repetitive_words_full_list.txt,2.41,0.19
BITC-3.pdf,91.99,44.75,16.392996108949415,1453,"research: 27, perspectives: 2, challenges: 6, bitcoin: 243, cryptocurrencies: 6, joseph: 2, jeremy: 2, arvind: 2, joshua: 2, university: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\BITC-3.pdf_repetitive_words_full_list.txt,2.42,0.19
BITC-4.pdf,88.93,75.1,34.74212598425197,1502,"nber: 6, working: 28, paper: 35, series: 22, risks: 3, returns: 174, cryptocurrency: 68, yukun: 4, aleh: 4, tsyvinski: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\BITC-4.pdf_repetitive_words_full_list.txt,1.8,0.06
BITC-5.pdf,3.82,43.43,16.576779026217228,455,"cryptocurrencies: 43, advantages: 8, disadvantages: 8, student: 2, university: 3, goce: 3, delcev: 3, stip: 3, faculty: 3, economics: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\BITC-5.pdf_repetitive_words_full_list.txt,2.96,0.43
BITC-6.pdf,97.19,52.9,24.579104477611942,985,"coexistence: 10, cryptocurrency: 373, fiat: 11, money: 285, august: 3, 2022: 2, this: 56, paper: 26, uses: 3, search-theoretic: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\BITC-6.pdf_repetitive_words_full_list.txt,1.02,0.13
BITC-7.pdf,84.18,36.28,13.873003802281369,1477,"cryptocurrencies: 121, financial: 29, asset: 34, systematic: 17, analysis: 43, article: 3, accepted: 95, version: 4, creative: 2, works: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\BITC-7.pdf_repetitive_words_full_list.txt,35.64,0.22
BITC-8.pdf,5.49,50.67,24.412213740458014,317,"2013: 15, finance: 3, association: 2, bitcoin: 111, real: 2, currency: 32, business: 3, appreciation: 2, trading: 11, behavior: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\BITC-8.pdf_repetitive_words_full_list.txt,2.91,0.33
BITC-9.pdf,97.33,51.28,22.29113924050633,183,"comtech-2021: 5, fusion: 5, cutting: 5, edge: 5, technologies-advancement: 5, challenges: 5, issn: 5, 2349-6002: 5, 155374: 5, march: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\BITC-9.pdf_repetitive_words_full_list.txt,3.08,0.55
CS -1.pdf,13.9,52.15,8.363321799307958,254,"issn: 4, online: 5, 2455-3662: 4, epra: 8, international: 9, journal: 17, multidisciplinary: 4, research: 4, ijmr: 8, peer: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\CS -1.pdf_repetitive_words_full_list.txt,36.2,0.47
CS -10.pdf,4.55,38.92,16.492537313432837,306,"international: 13, journal: 15, research: 13, innovation: 8, applied: 9, science: 12, ijrias: 8, |volume: 8, issue: 10, 2021|issn: 8...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\CS -10.pdf_repetitive_words_full_list.txt,2.7,0.48
CS -11.pdf,11.04,34.66,16.79310344827586,547,"development: 63, methodologies: 50, software: 63, projects: 38, twenty-second: 10, americas: 10, conference: 10, information: 27, systems: 32, diego: 10...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\CS -11.pdf_repetitive_words_full_list.txt,2.53,0.49
CS -12.pdf,96.18,34.46,18.614928909952607,1098,"software: 361, development: 242, methodologies: 52, practices: 107, startups: 226, systematic: 36, literature: 26, review: 84, university: 8, oulu: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\CS -12.pdf_repetitive_words_full_list.txt,1.86,0.21
CS -13.pdf,30.92,25.39,19.804587155963304,1406,"secure: 188, software: 297, development: 177, methodologies: 102, multivocal: 6, literature: 47, review: 54, kudriavtseva: 2, gadyatskaya: 2, recent: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\CS -13.pdf_repetitive_words_full_list.txt,1.75,0.27
CS -14.pdf,22.07,43.53,19.68103448275862,526,"software: 74, development: 83, methods: 26, usability: 167, perspectives: 3, from: 21, survey: 25, industry: 7, norway: 6, this: 58...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\CS -14.pdf_repetitive_words_full_list.txt,2.12,0.32
CS -15.pdf,5.26,41.7,21.560698689956332,1440,"software: 210, development: 209, methodologies: 126, affect: 23, dynamic: 131, capabilities: 94, under: 16, extreme: 96, contexts: 45, covid-19: 68...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\CS -15.pdf_repetitive_words_full_list.txt,1.69,0.54
CS -16.pdf,12.02,34.15,18.748768472906406,640,"database: 13, systems: 22, journal: 11, 3/2014: 10, comparative: 12, study: 12, software: 144, development: 178, methodologies: 40, mihai: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\CS -16.pdf_repetitive_words_full_list.txt,2.49,0.05
CS -17.pdf,52.27,18.89,29.666666666666668,1643,"research: 17, paper: 17, david: 2, livingstone: 6, patricia: 2, lewis: 2, international: 116, security: 96, department: 5, september: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\CS -17.pdf_repetitive_words_full_list.txt,2.38,0.28
CS -18.pdf,98.37,24.98,16.2,373,"cybersecurity: 63, measures: 37, digital: 68, payment: 26, ecosystem: 13, olifirov: 6, makoveichuk: 7, vernadsky: 2, federal: 5, university: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\CS -18.pdf_repetitive_words_full_list.txt,2.6,0.08
CS -2.pdf,5.89,43.53,19.488372093023255,92,"paper: 3, this: 3, that: 12, hybrid: 5, methods: 5, should: 2, used: 2, over: 2, other: 3, almost: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\CS -2.pdf_repetitive_words_full_list.txt,3.28,0.32
CS -3.pdf,15.25,33.95,20.842105263157894,355,"cumhuriyet: 3, 2015: 2, issn: 2, 1300-1949: 2, university: 4, faculty: 2, science: 5, special: 2, issue: 2, address: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\CS -3.pdf_repetitive_words_full_list.txt,2.78,0.33
CS -4.pdf,98.22,39.03,16.244897959183675,470,"vol-6: 10, issue-4: 10, 2020: 10, ijariie-issn: 10, -2395-4396: 10, 12553: 10, www.ijariie.com: 10, review: 4, software: 107, development: 155...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\CS -4.pdf_repetitive_words_full_list.txt,2.43,0.12
CS -5.pdf,75.11,55.13,20.273743016759777,339,"evaluating: 3, software: 48, development: 44, methodologies: 22, capers: 11, jones: 11, associates: 3, 2011: 2, this: 24, written: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\CS -5.pdf_repetitive_words_full_list.txt,2.67,0.45
CS -6.pdf,37.82,37.81,10.526802218114602,491,"journal: 27, volume: 18, issue: 11, pages: 9, 817-825: 9, issn: 9, 2217-8309: 9, 10.18421/tem64-22: 10, november: 11, 2017.: 7...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\CS -6.pdf_repetitive_words_full_list.txt,35.49,0.17
CS -7.pdf,96.85,41.19,18.19154929577465,549,"international: 26, journal: 24, academic: 22, research: 25, business: 22, social: 18, sciences: 20, december: 18, 2019: 51, e-issn: 16...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\CS -7.pdf_repetitive_words_full_list.txt,2.43,0.37
CS -8.pdf,78.16,33.85,19.88535031847134,283,"impact: 5, different: 7, methodologies: 5, software: 56, development: 44, process: 18, preeti: 6, university: 2, major: 4, engineering: 14...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\CS -8.pdf_repetitive_words_full_list.txt,2.56,0.65
CS -9.pdf,98.75,49.72,14.504159733777039,719,"international: 11, journal: 6, computing: 7, systems: 8, no.5: 8, sep-2019: 8, soobiasaeed1: 2, gmail.com: 2, http: 20, //journals.uob.edu.bh: 16...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\CS -9.pdf_repetitive_words_full_list.txt,35.65,0.18
EE -1.pdf,77.15,33.34,19.490421455938698,490,"ijacsa: 6, international: 17, journal: 10, advanced: 7, computer: 14, science: 10, applications: 35, 2019: 7, www.ijacsa.thesai.org: 6, internet: 46...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\EE -1.pdf_repetitive_words_full_list.txt,2.63,1.02
EE -10.pdf,60.43,45.96,7.655555555555556,904,"smart: 87, energy: 453, systems: 117, coherent: 11, renewable: 139, transport: 79, solutions: 15, b.v.: 17, mathiesen: 53, lund: 45...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\EE -10.pdf_repetitive_words_full_list.txt,35.02,0.29
EE -11.pdf,96.5,46.57,13.848167539267015,985,"lists: 2, available: 44, applied: 18, energy: 85, network-based: 2, internet: 24, things: 23, demand: 54, response: 42, smart: 95...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\EE -11.pdf_repetitive_words_full_list.txt,35.26,0.46
EE -2.pdf,57.41,45.05,20.057142857142857,471,"journal: 3, computer: 7, communications: 6, 2015: 4, published: 2, online: 2, http: 17, //dx.doi.org/10.4236/jcc.2015.35021: 2, this: 17, paper: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\EE -2.pdf_repetitive_words_full_list.txt,2.58,1.32
EE -3.pdf,15.84,34.66,20.236472945891784,848,"international: 9, journal: 4, computer: 19, information: 37, systems: 35, industrial: 2, management: 23, applications: 42, issn: 2, volume: 9...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\EE -3.pdf_repetitive_words_full_list.txt,2.29,0.94
EE -4.pdf,40.25,41.8,18.538755980861243,1534,"survey: 15, paper: 2, internet: 29, things: 23, vision: 15, applications: 70, research: 57, challenges: 23, daniele: 2, miorandi: 26...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\EE -4.pdf_repetitive_words_full_list.txt,2.17,0.42
EE -5.pdf,30.05,54.22,17.151162790697676,364,"advanced: 9, networking: 6, applications: 16, volume: 11, issue: 14, pages: 11, 3663-3668: 6, 2018: 8, issn: 8, 0975-0290: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\EE -5.pdf_repetitive_words_full_list.txt,2.17,0.73
EE -6.pdf,53.25,46.47,12.81998199819982,2508,"received: 19, 2022: 113, july: 6, date: 3, publication: 4, current: 16, version: 4, history: 48, future: 90, renewable: 271...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\EE -6.pdf_repetitive_words_full_list.txt,34.77,0.18
EE -7.pdf,41.11,44.85,16.723364485981307,1305,"institute: 4, study: 15, labor: 5, review: 18, renewable: 125, energy: 443, supply: 46, efficiency: 43, technologies: 81, 8145: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\EE -7.pdf_repetitive_words_full_list.txt,2.01,0.1
EE -8.pdf,20.68,36.59,16.833333333333332,324,"renewable: 82, energy: 122, bibliometric: 5, analysis: 20, khomenko: 2, chygryn: 3, marketing: 6, scientific: 20, institute: 7, business: 11...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\EE -8.pdf_repetitive_words_full_list.txt,2.17,0.14
EE -9.pdf,8.01,35.47,17.891304347826086,677,"page: 14, civil: 2, environmental: 27, engineering: 24, review: 11, article: 10, renewable: 102, energy: 262, sources: 67, sustainability: 14...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Research Papers\EE -9.pdf_repetitive_words_full_list.txt,2.46,0.03
