Filename,Grammatical Error Percentage,Readability Score,Average Sentence Length,Repetitive Words Count,Repetitive Words List (limited),Repetitive Words List (full),AI Content Percentage,Generic Content Percentage
BC 67.pdf,66.24,56.05,16.864864864864863,283,"smart: 17, contract: 15, automation: 3, distributed: 9, ledger: 25, technology: 10, blockchain: 85, business: 21, changes: 3, permissioned: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 67.pdf_repetitive_words_full_list.txt,2.65,0.08
BC 68.pdf,17.28,31.11,26.401459854014597,499,"blockchain: 118, technology: 66, boosts: 11, operations: 17, excellence: 11, chemical: 150, companies: 17, building: 16, trusted: 13, supply: 90...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 68.pdf_repetitive_words_full_list.txt,2.05,0.15
BC 69.pdf,5.33,45.35,18.074257425742573,324,"security: 11, briskinfosec: 3, presented: 2, technology: 39, consulting: 2, future: 15, blockchain: 143, mass: 3, going: 2, digital: 10...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 69.pdf_repetitive_words_full_list.txt,2.62,0.12
BC 7.pdf,4.87,41.4,22.123115577889447,724,"blockchain: 207, unchaining: 35, business: 86, copyright: 3, engineering: 39, rights: 2, work: 12, need: 15, apply: 5, world: 18...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 7.pdf_repetitive_words_full_list.txt,2.42,0.26
BC 70.pdf,62.44,44.44,17.682554814108673,1608,"blocknet: 37, white: 2, paper: 5, exploring: 3, blockchain: 481, skills: 216, concept: 55, best: 12, practice: 30, cases: 36...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 70.pdf_repetitive_words_full_list.txt,1.17,0.14
BC 71.pdf,6.82,42.92,19.40421792618629,961,"global: 16, education: 43, blockchain: 14, white: 6, paper: 6, version: 6, summary: 6, scope: 8, problem: 9, employers: 8...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 71.pdf_repetitive_words_full_list.txt,2.59,0.2
BC 72.pdf,4.41,42.0,21.40875912408759,935,"utilising: 2, financial: 28, blockchain: 150, technologies: 14, advanced: 41, manufacturing: 56, paper: 6, daniel: 2, broby: 3, contents: 8...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 72.pdf_repetitive_words_full_list.txt,2.39,0.25
BC 73.pdf,7.59,32.83,25.582278481012658,164,"exploring: 2, promise: 2, blockchain: 65, technology: 29, insurance: 28, insurers: 14, evaluating: 2, ability: 2, ensure: 5, process: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 73.pdf_repetitive_words_full_list.txt,2.32,0.13
BC 74.pdf,4.98,41.09,21.9,578,"blockchain: 83, switzerland: 19, paper: 7, taskforce: 15, april: 2, preamble: 2, spark: 5, bonfire: 3, internet: 9, world: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 74.pdf_repetitive_words_full_list.txt,2.37,0.54
BC 75.pdf,11.05,28.67,14.349557522123893,307,"white: 11, paper: 10, vmware: 51, blockchain: 63, capital: 21, markets: 20, ecosystem: 19, networks: 6, forces: 4, reshaping: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 75.pdf_repetitive_words_full_list.txt,36.23,0.17
BC 76.pdf,8.08,40.48,24.25581395348837,357,"blockchain: 45, health: 31, distributed: 9, ledgers: 2, improve: 8, provider: 89, data: 96, management: 7, support: 10, interoperability: 7...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 76.pdf_repetitive_words_full_list.txt,2.52,0.08
BC 77.pdf,93.23,43.53,8.75064047822374,706,"whitepaper: 23, future: 8, challenges: 3, logistics: 10, supply: 3, chain: 32, management: 8, node: 38, blockchain: 264, architecture: 58...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 77.pdf_repetitive_words_full_list.txt,35.35,0.19
BC 78.pdf,5.2,26.64,31.3265306122449,146,"birlasoft: 11, india: 2, limited: 2, rights: 2, reserved: 2, part: 2, system: 5, electronic: 4, recording: 2, without: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 78.pdf_repetitive_words_full_list.txt,2.81,0.4
BC 79.pdf,5.6,37.84,26.581939799331103,707,"blockchain: 125, demystified: 3, white: 8, paper: 14, executive: 2, summary: 2, section: 26, crypto: 8, dimension: 4, building: 12...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 79.pdf_repetitive_words_full_list.txt,2.69,0.33
BC 8.pdf,4.87,41.4,22.123115577889447,724,"blockchain: 207, unchaining: 35, business: 86, copyright: 3, engineering: 39, rights: 2, work: 12, need: 15, apply: 5, world: 18...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 8.pdf_repetitive_words_full_list.txt,2.42,0.26
BC 80.pdf,4.96,40.08,24.38095238095238,538,"blockchain: 179, technology: 62, potential: 29, impact: 25, audit: 54, assurance: 34, profession: 28, paper: 2, chartered: 3, professional: 10...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 80.pdf_repetitive_words_full_list.txt,2.64,0.27
BC 81.pdf,5.19,27.86,25.575581395348838,361,"service: 29, network: 25, white: 6, paper: 6, development: 37, association: 11, february: 2, chapter: 16, viii: 2, objectives: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 81.pdf_repetitive_words_full_list.txt,2.47,0.23
BC 82.pdf,5.83,51.38,20.93465909090909,541,"overview: 25, white: 4, paper: 6, document: 2, electroneum: 209, team: 18, behind: 8, technology: 16, unique: 8, attractive: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 82.pdf_repetitive_words_full_list.txt,2.19,0.27
BC 83.pdf,7.23,49.65,19.70700636942675,856,"zetachain: 141, blockchain: 59, native: 24, smart: 143, contracts: 73, whitepaper: 4, chinese: 2, created: 3, paper: 4, proposes: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 83.pdf_repetitive_words_full_list.txt,1.98,0.15
BC 84.pdf,5.86,49.04,24.470802919708028,1089,"whitepaper: 3, want: 4, fast: 5, walk: 3, alone: 2, together: 3, disclaimer: 6, executive: 4, summary: 2, mission: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 84.pdf_repetitive_words_full_list.txt,2.37,0.19
BC 85.pdf,81.85,36.93,27.393864013267,1922,"fintech: 11, working: 11, group: 13, report: 31, april: 13, impacts: 60, distributed: 123, ledgers: 63, blockchain: 334, technology: 134...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 85.pdf_repetitive_words_full_list.txt,1.71,0.43
BC 86.pdf,75.0,35.37,23.644117647058824,750,"fall: 2, https: 43, introduction: 3, power: 3, blockchain: 133, seven: 3, strategic: 45, challenges: 6, road: 5, four: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 86.pdf_repetitive_words_full_list.txt,2.56,0.11
BC 87.pdf,6.44,33.17,30.44280442804428,658,"whitepaper: 21, building: 4, infrastructure: 31, next: 5, generation: 3, distributed: 22, applications: 13, contents: 4, part: 18, context: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 87.pdf_repetitive_words_full_list.txt,2.36,0.16
BC 88.pdf,47.97,42.31,20.696485623003195,581,"blockchain: 101, opportunity: 6, beyond: 6, hype: 4, group: 24, distributed: 14, ledger: 14, technology: 47, potential: 15, businesses: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 88.pdf_repetitive_words_full_list.txt,2.64,0.44
BC 89.pdf,92.54,43.32,19.850649350649352,942,"decentralized: 45, cloud: 93, computing: 148, whitepaper: 2, version: 22, gilles: 10, fedak: 13, wassim: 5, bendella: 4, eduardo: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 89.pdf_repetitive_words_full_list.txt,2.23,0.26
BC 9.pdf,82.57,27.56,30.272030651340994,660,"coinvertible: 75, eurcv: 44, stablecoin: 73, white: 41, paper: 41, version: 27, october: 2, table: 6, general: 3, principles: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 9.pdf_repetitive_words_full_list.txt,2.42,0.17
BC 90.pdf,4.88,42.31,21.12860310421286,752,"multichain: 52, private: 36, blockchain: 105, coin: 2, bitcoin: 91, rapid: 2, reliable: 2, method: 2, economic: 2, value: 10...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 90.pdf_repetitive_words_full_list.txt,2.31,0.27
BC 91.pdf,96.57,33.44,25.246794871794872,632,"etsi: 63, white: 8, paper: 8, introduction: 30, permissioned: 41, distributed: 93, ledger: 56, authors: 3, chonggang: 3, wang: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 91.pdf_repetitive_words_full_list.txt,2.27,0.25
BC 92.pdf,94.3,34.76,29.644216691068813,1356,"copyright: 6, nishith: 52, desai: 52, associates: 56, industry: 42, applications: 43, legal: 81, perspectives: 27, november: 41, blockchain: 325...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\BC 92.pdf_repetitive_words_full_list.txt,1.87,0.37
EE - 1.pdf,7.99,36.18,18.636160714285715,754,"future: 19, internet: 40, rumana: 2, ahmed: 2, elizabeth: 2, sutterlin: 2, moira: 2, whelan: 2, national: 9, democratic: 28...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\EE - 1.pdf_repetitive_words_full_list.txt,2.58,0.11
EE - 2.pdf,12.97,23.09,34.83076923076923,203,"evolution: 9, radio: 13, positioning: 61, technologies: 10, white: 7, paper: 8, shows: 2, services: 4, becoming: 2, important: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\EE - 2.pdf_repetitive_words_full_list.txt,2.68,0.24
EEL 1.pdf,80.99,24.78,25.391061452513966,864,"notice: 3, page: 45, government: 55, gazette: 23, following: 7, white: 50, paper: 50, learning: 139, teaching: 76, information: 82...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\EEL 1.pdf_repetitive_words_full_list.txt,1.9,0.15
EEL 2.pdf,4.35,34.66,20.814285714285713,136,"provide: 5, improved: 2, learning: 60, classroom: 2, students: 16, physical: 2, take: 3, online: 2, outcomes: 2, fully: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\EEL 2.pdf_repetitive_words_full_list.txt,2.66,0.23
ES 1.pdf,94.85,34.66,10.710392333033843,2124,"development: 72, powerful: 2, force: 18, impact: 29, building: 421, design: 270, construction: 150, field: 8, decade: 8, white: 78...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 1.pdf_repetitive_words_full_list.txt,35.03,0.08
ES 10.pdf,99.45,30.8,25.771671826625386,2019,"white: 8, paper: 28, australian: 73, information: 43, industry: 99, association: 5, tech: 154, sustainability: 197, technology: 128, sector: 35...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 10.pdf_repetitive_words_full_list.txt,1.78,0.13
ES 11.pdf,6.72,11.14,29.09826589595376,464,"preparation: 2, white: 9, paper: 10, leaders: 2, employees: 2, china: 6, mobile: 14, company: 6, including: 4, baseline: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 11.pdf_repetitive_words_full_list.txt,2.69,0.3
ES 12.pdf,7.84,26.95,27.860655737704917,1111,"white: 64, paper: 64, environment: 185, toward: 57, global: 150, pact: 203, september: 6, idea: 5, environmental: 239, international: 157...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 12.pdf_repetitive_words_full_list.txt,1.93,0.14
ES 13.pdf,9.89,24.27,22.96641791044776,484,"collaboration: 2, cloud: 109, computing: 38, sustainability: 18, environmental: 30, benefits: 12, moving: 7, executive: 3, summary: 4, introduction: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 13.pdf_repetitive_words_full_list.txt,2.33,0.19
ES 14.pdf,74.66,27.62,20.289017341040463,929,"center: 16, information: 24, technology: 29, research: 15, society: 6, banatao: 3, institute: 26, university: 6, california: 21, sustainability: 50...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 14.pdf_repetitive_words_full_list.txt,2.44,0.17
ES 15.pdf,34.24,24.68,27.9,271,"white: 10, paper: 10, reducing: 7, emissions: 30, good: 3, world: 2, business: 17, address: 3, climate: 10, change: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 15.pdf_repetitive_words_full_list.txt,3.11,0.07
ES 16.pdf,7.75,33.54,23.211180124223603,597,"sustainability: 138, part: 14, cambridge: 17, papers: 7, series: 6, relevance: 5, education: 86, points: 5, brief: 3, role: 8...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 16.pdf_repetitive_words_full_list.txt,2.23,0.13
ES 17.pdf,71.31,55.34,19.02803738317757,314,"improve: 3, sustainability: 8, white: 13, paper: 14, introduction: 2, approach: 2, aspects: 5, actions: 7, becoming: 2, important: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 17.pdf_repetitive_words_full_list.txt,2.14,0.06
ES 18.pdf,8.64,33.14,28.527027027027028,175,"whitepaper: 20, ways: 19, leaders: 17, reduce: 21, carbon: 24, footprint: 18, climate: 5, crisis: 2, connected: 2, technologies: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 18.pdf_repetitive_words_full_list.txt,2.53,0.26
ES 19.pdf,8.87,22.55,21.151515151515152,378,"sponsored: 11, content: 11, white: 11, paper: 14, bill: 2, sustainability: 69, insights: 8, environmental: 37, applied: 6, implementation: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 19.pdf_repetitive_words_full_list.txt,2.52,0.14
ES 2.pdf,8.58,27.96,29.941176470588236,638,"importance: 17, environmental: 49, sustainability: 81, telecom: 57, service: 89, providers: 84, strategy: 27, world: 7, broadband: 35, association: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 2.pdf_repetitive_words_full_list.txt,2.44,0.21
ES 20.pdf,8.12,32.43,17.04471544715447,336,"paper: 3, ecolabels: 49, role: 14, mitigating: 7, climate: 50, change: 47, international: 6, type: 5, ecolabelling: 28, schemes: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 20.pdf_repetitive_words_full_list.txt,2.22,0.24
ES 21.pdf,44.04,25.8,23.08527918781726,1425,"white: 9, paper: 12, toward: 22, enhanced: 7, sustainability: 191, disclosure: 175, identifying: 5, obstacles: 2, broader: 10, actionable: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 21.pdf_repetitive_words_full_list.txt,1.76,0.11
ES 3.pdf,5.69,27.76,36.045662100456624,625,"environmental: 57, sustainability: 76, latin: 44, america: 37, join: 3, revolution: 18, white: 26, paper: 28, takes: 2, center: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 3.pdf_repetitive_words_full_list.txt,2.35,0.06
ES 4.pdf,20.15,45.86,24.31418918918919,476,"white: 27, paper: 32, series: 26, introducing: 3, environmental: 140, sustainability: 47, content: 8, university: 6, level: 5, introductory: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 4.pdf_repetitive_words_full_list.txt,1.92,0.27
ES 5.pdf,7.31,27.96,27.568527918781726,510,"white: 15, paper: 18, cloud: 141, green: 30, written: 2, alison: 2, rowe: 2, global: 13, sustainability: 7, sustainable: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 5.pdf_repetitive_words_full_list.txt,2.77,0.42
ES 6.pdf,6.76,35.0,28.436974789915965,324,"white: 2, paper: 7, climate: 57, change: 35, pharmaceutical: 14, industry: 15, committed: 7, making: 4, positive: 3, impact: 13...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 6.pdf_repetitive_words_full_list.txt,2.86,0.19
ES 7.pdf,99.86,37.64,23.75609756097561,532,"cloud: 70, sustainability: 58, data: 15, future: 15, heart: 4, climate: 4, change: 25, everyone: 2, right: 8, good: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 7.pdf_repetitive_words_full_list.txt,2.7,0.2
ES 8.pdf,6.14,49.11,13.669224555735056,2119,"funded: 2, directed: 9, september: 2, robin: 2, burgess: 33, stefano: 3, caria: 10, dobermann: 5, allegra: 2, saggese: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 8.pdf_repetitive_words_full_list.txt,34.92,0.12
ES 9.pdf,7.31,0.99,37.19512195121951,833,"june: 2, sustainability: 219, planning: 98, white: 29, paper: 29, otherwise: 2, cmap: 18, staff: 45, funding: 8, project: 18...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\ES 9.pdf_repetitive_words_full_list.txt,2.34,0.14
EV 1.pdf,16.96,28.1,38.535353535353536,667,"focus: 5, charging: 111, infrastructure: 30, ecosystem: 30, emerging: 2, business: 63, models: 43, full: 4, study: 8, detailed: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\EV 1.pdf_repetitive_words_full_list.txt,2.63,0.21
HB 1.pdf,6.44,26.24,34.53703703703704,163,"healthcare: 39, biotech: 19, sector: 19, prognosis: 2, positive: 2, investors: 4, capital: 2, believe: 3, sectors: 2, represent: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 1.pdf_repetitive_words_full_list.txt,2.57,0.14
HB 10.pdf,79.75,23.63,11.319612590799032,403,"document: 5, downloaded: 2, https: 5, nanyang: 2, technological: 3, university: 44, singapore: 2, healthcare: 190, engineering: 189, defined: 16...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 10.pdf_repetitive_words_full_list.txt,35.48,0.14
HB 100.pdf,13.33,40.79,17.513744075829383,1366,"future: 34, solutions: 28, australian: 68, healthcare: 199, white: 20, paper: 37, innovative: 9, ideas: 12, strategies: 16, sustainable: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 100.pdf_repetitive_words_full_list.txt,2.2,0.37
HB 101.pdf,82.52,24.17,22.268123138033765,1302,"snowdon: 10, clinical: 15, research: 13, analytics: 107, himss: 84, framework: 27, healthcare: 114, transformation: 33, digital: 610, health: 1039...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 101.pdf_repetitive_words_full_list.txt,1.6,0.07
HB 102.pdf,8.45,24.88,23.108695652173914,187,"data: 69, fluidity: 8, healthcare: 20, future: 2, care: 6, landscape: 2, evolving: 2, across: 7, board: 2, organizations: 10...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 102.pdf_repetitive_words_full_list.txt,2.6,0.5
HB 11.pdf,76.51,30.6,26.438871473354233,1748,"embrace: 4, opportunity: 24, future: 57, healthcare: 161, january: 4, content: 3, foreword: 2, anticipating: 11, innovation: 162, space: 24...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 11.pdf_repetitive_words_full_list.txt,2.04,0.3
HB 12.pdf,97.6,36.42,26.871153846153845,1051,"regina: 10, herzlinger: 18, mcpherson: 3, professor: 32, business: 117, administration: 15, harvard: 20, school: 93, health: 280, care: 199...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 12.pdf_repetitive_words_full_list.txt,2.2,0.14
HB 13.pdf,96.2,43.93,20.169278996865202,3544,"intellectual: 6, property: 8, industrial: 92, environmental: 88, food: 156, agriculture: 32, biodefense: 5, health: 106, guide: 62, biotechnology: 431...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 13.pdf_repetitive_words_full_list.txt,1.63,0.12
HB 14.pdf,98.77,38.76,25.75877936546379,5024,"strategic: 38, alliances: 11, cell: 124, gene: 48, therapy: 41, complex: 50, challenges: 83, innovation: 38, issue: 23, volume: 10...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 14.pdf_repetitive_words_full_list.txt,1.4,0.18
HB 15.pdf,86.37,36.08,14.597611121989427,3872,"author: 11, publication: 8, https: 7, biofield: 757, science: 259, healing: 517, emerging: 44, frontier: 10, medicine: 297, article: 120...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 15.pdf_repetitive_words_full_list.txt,34.74,0.18
HB 16.pdf,97.92,41.5,24.62412993039443,1390,"setting: 3, science: 75, agendas: 3, europe: 185, emrc: 83, white: 65, paper: 77, present: 16, status: 8, future: 40...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 16.pdf_repetitive_words_full_list.txt,1.88,0.25
HB 17.pdf,85.51,43.83,26.463276836158194,371,"lowder: 2, brook: 2, drive: 3, suite: 2, westwood: 2, health: 79, care: 73, evaluation: 2, investment: 32, opportunity: 19...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 17.pdf_repetitive_words_full_list.txt,2.31,0.19
HB 18.pdf,87.91,24.61,33.52876712328767,928,"reimagining: 39, healthcare: 174, india: 147, blended: 220, finance: 80, white: 12, paper: 10, agency: 7, niti: 17, aayog: 17...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 18.pdf_repetitive_words_full_list.txt,2.25,0.1
HB 19.pdf,66.37,31.62,23.016949152542374,381,"commission: 45, european: 17, brussels: 2, white: 5, paper: 5, together: 4, health: 164, strategic: 12, approach: 7, strategy: 24...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 19.pdf_repetitive_words_full_list.txt,2.71,0.11
HB 2.pdf,71.29,45.25,17.43103448275862,429,"emerging: 59, biotechs: 54, practical: 2, advice: 2, navigating: 2, challenges: 12, clinical: 24, development: 48, modern: 6, biotechnology: 13...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 2.pdf_repetitive_words_full_list.txt,2.34,0.36
HB 20.pdf,97.41,40.38,33.36852207293666,1102,"china: 267, life: 31, sciences: 24, health: 63, care: 35, market: 147, whitepaper: 55, september: 2, lshc: 171, mirror: 32...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 20.pdf_repetitive_words_full_list.txt,1.81,0.08
HB 21.pdf,13.37,15.41,21.829694323144103,494,"pharma: 20, ireland: 27, white: 6, paper: 6, case: 10, strong: 7, pharmaceutical: 58, manufacturing: 78, industry: 36, introduction: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 21.pdf_repetitive_words_full_list.txt,2.8,0.19
HB 22.pdf,15.91,30.91,25.65753424657534,686,"morning: 18, health: 182, talks: 18, white: 6, paper: 6, innostars: 16, april: 2, digital: 91, trends: 3, progress: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 22.pdf_repetitive_words_full_list.txt,2.68,0.23
HB 23.pdf,6.43,45.96,16.67878787878788,468,"modern: 6, biotechnology: 11, innovation: 8, emerging: 61, biotechs: 55, trailblazers: 2, drug: 46, development: 56, challenges: 10, keeping: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 23.pdf_repetitive_words_full_list.txt,2.33,0.34
HB 24.pdf,99.23,28.57,28.76901408450704,746,"whitepaper: 57, machine: 64, learning: 74, best: 69, practices: 73, healthcare: 56, life: 70, sciences: 67, copyright: 2, amazon: 66...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 24.pdf_repetitive_words_full_list.txt,2.2,0.21
HB 25.pdf,16.88,36.08,18.585365853658537,577,"case: 5, blockchain: 59, healthcare: 13, medrec: 47, prototype: 12, electronic: 7, health: 34, records: 25, medical: 52, research: 20...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 25.pdf_repetitive_words_full_list.txt,2.66,0.07
HB 26.pdf,5.83,24.24,45.594339622641506,444,"genomics: 101, leapfrogging: 27, indonesian: 32, healthcare: 84, future: 26, white: 30, paper: 31, infrastructure: 19, lags: 3, behind: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 26.pdf_repetitive_words_full_list.txt,2.72,0.2
HB 27.pdf,62.02,23.16,31.134615384615383,674,"white: 14, paper: 14, attracting: 13, investment: 59, clinical: 174, development: 33, pharmaceutical: 57, companies: 69, make: 2, location: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 27.pdf_repetitive_words_full_list.txt,2.32,0.18
HB 28.pdf,5.86,21.53,27.522988505747126,740,"precision: 133, medicine: 151, roundtable: 39, white: 27, paper: 30, potential: 15, deliver: 4, personalised: 16, care: 18, patient: 33...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 28.pdf_repetitive_words_full_list.txt,2.27,0.2
HB 29.pdf,88.51,34.56,20.513513513513512,129,"collaboration: 11, life: 25, sciences: 25, platform: 11, technology: 5, innovation: 6, becker: 6, healthcare: 19, zoom: 68, health: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 29.pdf_repetitive_words_full_list.txt,2.47,0.11
HB 3.pdf,10.7,43.43,22.844827586206897,250,"next: 7, generation: 4, biotechnology: 13, innovation: 15, industry: 10, decades: 2, entrepreneurs: 4, working: 5, field: 2, forefront: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 3.pdf_repetitive_words_full_list.txt,2.73,0.03
HB 30.pdf,96.38,34.46,21.9906191369606,896,"enabling: 47, healthcare: 234, technology: 79, march: 2, contents: 2, preface: 2, introduction: 4, overview: 3, artificial: 12, intelligence: 13...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 30.pdf_repetitive_words_full_list.txt,2.25,0.17
HB 31.pdf,10.25,42.31,23.78448275862069,259,"media: 3, biospectrum: 29, india: 32, march: 2, first: 4, comprehensive: 3, health: 11, sciences: 13, magazine: 4, provides: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 31.pdf_repetitive_words_full_list.txt,2.73,0.19
HB 32.pdf,94.62,37.84,35.48795180722892,441,"carbon: 59, impact: 27, biotech: 28, pharma: 31, produced: 3, green: 26, collaboration: 2, acquired: 4, urgentem: 6, updated: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 32.pdf_repetitive_words_full_list.txt,2.19,0.15
HB 33.pdf,7.47,30.5,29.409448818897637,337,"rather: 2, create: 4, standard: 9, amgen: 14, lilly: 14, pfizer: 14, encouraging: 2, adoption: 4, standards: 48, identification: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Whitepapers\HB 33.pdf_repetitive_words_full_list.txt,2.65,0.21
